block,trial_index,stimulus,target,response,correct,rt
0,23,t,-,-,True,1.4319374561309814
0,23,r,-,-,True,1.117170810699463
0,23,j,-,-,True,0.5521047115325928
0,23,g,-,-,True,0.7932863235473633
0,23,r,m,-,False,0.594273567199707
0,23,k,-,-,True,0.7033989429473877
0,23,y,-,-,True,0.5358071327209473
0,23,q,-,-,True,0.9672093391418457
0,23,k,m,m,True,0.5723254680633545
0,23,y,m,-,False,0.5292253494262695
0,23,y,-,-,True,0.4810755252838135
0,23,p,-,-,True,0.7389483451843262
0,23,r,-,m,False,0.5122270584106445
0,23,y,m,-,False,0.9686148166656494
0,23,p,m,-,False,0.4880213737487793
0,23,w,-,-,True,0.49637699127197266
0,23,v,-,-,True,0.7814948558807373
0,23,x,-,-,True,0.6108334064483643
0,23,w,m,m,True,0.48085618019104004
0,23,y,-,-,True,0.5981099605560303
0,23,l,-,-,True,0.5235641002655029
0,23,k,-,-,True,0.6174232959747314
0,23,y,m,-,False,0.4934353828430176
0,23,l,m,-,False,0.6185336112976074
1,23,w,-,-,True,0.49950098991394043
1,23,p,-,-,True,0.5195083618164062
1,23,z,-,-,True,0.4975450038909912
1,23,v,-,-,True,0.4865686893463135
1,23,l,-,-,True,0.49318456649780273
1,23,l,-,-,True,0.559337854385376
1,23,v,m,-,False,0.49647951126098633
1,23,f,-,-,True,0.8049314022064209
1,23,l,m,-,False,0.49018335342407227
1,23,f,-,-,True,0.495086669921875
1,23,f,m,m,True,0.5098857879638672
1,23,x,-,-,True,0.47614121437072754
1,23,f,m,-,False,0.51399827003479
1,23,c,-,-,True,0.48492860794067383
1,23,s,-,-,True,0.5912570953369141
1,23,f,m,m,True,0.6010122299194336
1,23,x,-,-,True,0.5266909599304199
1,23,v,-,-,True,0.987663745880127
1,23,f,m,-,False,0.9342312812805176
1,23,d,-,-,True,1.482356309890747
1,23,n,-,-,True,0.5873615741729736
1,23,f,m,-,False,0.5165755748748779
1,23,x,-,-,True,0.5291891098022461
1,23,n,m,-,False,0.6966817378997803
2,23,r,-,-,True,0.9442479610443115
2,23,y,-,-,True,0.543910026550293
2,23,n,-,-,True,0.6245973110198975
2,23,r,m,-,False,0.5092782974243164
2,23,w,-,-,True,0.5011100769042969
2,23,n,m,m,True,0.4849865436553955
2,23,r,m,-,False,0.5255527496337891
2,23,w,m,-,False,0.4901158809661865
2,23,b,-,-,True,0.4899458885192871
2,23,p,-,-,True,0.532752513885498
2,23,z,-,-,True,0.5736353397369385
2,23,t,-,-,True,0.5877537727355957
2,23,p,m,-,False,0.47148656845092773
2,23,h,-,-,True,0.9279210567474365
2,23,z,-,-,True,0.494781494140625
2,23,g,-,-,True,0.5399930477142334
2,23,p,-,-,True,0.5091240406036377
2,23,z,m,-,False,0.5147273540496826
2,23,w,-,-,True,0.5157890319824219
2,23,p,m,-,False,0.5466246604919434
2,23,j,-,-,True,0.49800610542297363
2,23,k,-,-,True,0.6444680690765381
2,23,f,-,-,True,0.4965078830718994
2,23,j,m,-,False,0.5227937698364258
3,23,p,-,-,True,1.8839824199676514
3,23,j,-,-,True,0.491363525390625
3,23,t,-,-,True,0.48987412452697754
3,23,p,m,-,False,0.5068783760070801
3,23,z,-,-,True,0.561976432800293
3,23,t,m,m,True,0.6100070476531982
3,23,p,m,-,False,0.5144751071929932
3,23,f,-,-,True,0.6064763069152832
3,23,h,-,-,True,1.459035873413086
3,23,x,-,-,True,0.5535740852355957
3,23,f,m,-,False,0.6163039207458496
3,23,p,-,m,False,0.6065113544464111
3,23,z,-,-,True,0.5011212825775146
3,23,h,-,-,True,0.9642610549926758
3,23,w,-,-,True,0.5269641876220703
3,23,z,m,-,False,0.648411750793457
3,23,x,-,-,True,0.6281180381774902
3,23,y,-,-,True,0.6320717334747314
3,23,v,-,-,True,0.630408525466919
3,23,x,m,-,False,0.7512974739074707
3,23,y,m,-,False,0.6354703903198242
3,23,c,-,-,True,0.5153248310089111
3,23,x,m,-,False,0.5900924205780029
3,23,c,-,-,True,1.461967945098877
4,23,d,-,-,True,0.49135279655456543
4,23,x,-,-,True,0.4968140125274658
4,23,f,-,-,True,0.6610763072967529
4,23,d,m,-,False,0.49418163299560547
4,23,r,-,-,True,0.4885141849517822
4,23,q,-,-,True,0.505803108215332
4,23,p,-,-,True,0.5378677845001221
4,23,j,-,-,True,0.4940798282623291
4,23,z,-,-,True,0.7605488300323486
4,23,p,m,-,False,0.5901260375976562
4,23,h,-,-,True,0.54146409034729
4,23,z,m,m,True,0.5871920585632324
4,23,n,-,-,True,0.5350954532623291
4,23,h,m,-,False,0.5071156024932861
4,23,z,m,-,False,0.6057388782501221
4,23,g,-,-,True,0.5308253765106201
4,23,h,m,m,True,0.5192201137542725
4,23,z,m,-,False,0.5276060104370117
4,23,l,-,-,True,0.6165769100189209
4,23,h,m,-,False,0.5103988647460938
4,23,c,-,-,True,0.9259326457977295
4,23,s,-,-,True,0.6826908588409424
4,23,v,-,-,True,0.6340501308441162
4,23,f,-,-,True,0.5495660305023193
5,23,n,-,-,True,0.932866096496582
5,23,n,-,-,True,0.52266526222229
5,23,j,-,-,True,0.5189683437347412
5,23,g,-,-,True,0.4937891960144043
5,23,f,-,-,True,0.6011669635772705
5,23,w,-,-,True,0.7421703338623047
5,23,g,m,-,False,0.5912115573883057
5,23,f,m,m,True,0.4810166358947754
5,23,w,m,-,False,0.5322861671447754
5,23,g,m,-,False,0.4835066795349121
5,23,z,-,-,True,0.524982213973999
5,23,w,m,-,False,0.498852014541626
5,23,g,m,-,False,0.5809423923492432
5,23,v,-,-,True,0.5359811782836914
5,23,x,-,-,True,0.5068650245666504
5,23,f,-,-,True,0.7364234924316406
5,23,q,-,-,True,0.5336990356445312
5,23,n,-,-,True,0.6457576751708984
5,23,f,m,-,False,0.6334176063537598
5,23,v,-,-,True,0.5487744808197021
5,23,n,m,-,False,0.6528439521789551
5,23,w,-,-,True,0.5241665840148926
5,23,y,-,-,True,0.6239829063415527
5,23,f,-,-,True,0.553056001663208
6,23,f,-,-,True,0.8642199039459229
6,23,y,-,-,True,0.4551351070404053
6,23,n,-,-,True,0.48584413528442383
6,23,f,m,-,False,0.4682750701904297
6,23,y,m,-,False,0.5704050064086914
6,23,r,-,-,True,0.478118896484375
6,23,f,m,-,False,0.46279430389404297
6,23,y,m,-,False,0.44759702682495117
6,23,r,m,-,False,0.4814465045928955
6,23,g,-,-,True,0.5845937728881836
6,23,j,-,-,True,0.8078451156616211
6,23,b,-,-,True,0.5912423133850098
6,23,g,m,-,False,0.6392858028411865
6,23,h,-,-,True,0.5072009563446045
6,23,f,-,-,True,0.5121262073516846
6,23,g,m,m,True,0.5184876918792725
6,23,h,m,-,False,0.5643174648284912
6,23,t,-,-,True,0.5040550231933594
6,23,x,-,-,True,0.49831414222717285
6,23,q,-,-,True,0.6435751914978027
6,23,n,-,-,True,0.481520414352417
6,23,t,-,-,True,0.6207320690155029
6,23,j,-,-,True,0.5891144275665283
6,23,d,-,-,True,0.6025774478912354
7,23,z,-,-,True,0.6683778762817383
7,23,n,-,-,True,0.9479420185089111
7,23,y,-,-,True,0.48914670944213867
7,23,p,-,-,True,0.46010303497314453
7,23,n,m,m,True,0.46722412109375
7,23,y,m,-,False,0.4869692325592041
7,23,l,-,-,True,0.483410120010376
7,23,j,-,-,True,0.5203030109405518
7,23,y,m,-,False,0.5803537368774414
7,23,c,-,-,True,0.5150039196014404
7,23,b,-,-,True,0.5405559539794922
7,23,y,m,m,True,0.46817493438720703
7,23,d,-,-,True,0.4660987854003906
7,23,b,m,-,False,0.6317007541656494
7,23,v,-,-,True,0.5048034191131592
7,23,d,m,-,False,0.48685145378112793
7,23,p,-,-,True,0.48468732833862305
7,23,c,-,-,True,0.5419149398803711
7,23,d,m,m,True,0.514672040939331
7,23,v,-,-,True,0.634906530380249
7,23,r,-,-,True,0.6029629707336426
7,23,c,-,-,True,0.667496919631958
7,23,v,m,-,False,0.6053009033203125
7,23,w,-,-,True,0.49114394187927246
8,23,h,-,-,True,0.5098049640655518
8,23,j,-,-,True,0.46834230422973633
8,23,f,-,-,True,1.4249215126037598
8,23,q,-,-,True,0.9590229988098145
8,23,p,-,-,True,0.5727267265319824
8,23,t,-,-,True,0.5079691410064697
8,23,q,m,-,False,0.5985076427459717
8,23,n,-,-,True,0.664564847946167
8,23,w,-,-,True,0.44734930992126465
8,23,y,-,m,False,0.5328986644744873
8,23,n,m,-,False,0.5653829574584961
8,23,b,-,-,True,0.47408032417297363
8,23,d,-,-,True,1.4804713726043701
8,23,t,-,-,True,0.9103693962097168
8,23,b,m,-,False,0.5638120174407959
8,23,z,-,-,True,0.46866679191589355
8,23,h,-,-,True,0.7790296077728271
8,23,b,m,-,False,0.4826176166534424
8,23,n,-,-,True,0.46740269660949707
8,23,h,m,-,False,0.6813886165618896
8,23,b,m,-,False,0.45670056343078613
8,23,n,m,-,False,0.589174747467041
8,23,h,m,-,False,0.4769935607910156
8,23,h,-,m,False,0.5022692680358887
9,23,p,-,-,True,0.4672811031341553
9,23,v,-,-,True,0.45514917373657227
9,23,q,-,-,True,0.5361883640289307
9,23,d,-,-,True,0.4618256092071533
9,23,q,-,-,True,0.4509096145629883
9,23,q,m,m,True,0.6046881675720215
9,23,d,m,-,False,0.5590746402740479
9,23,q,m,-,False,0.45023250579833984
9,23,p,-,-,True,0.4721958637237549
