block,trial,target,response,correct,rt
0,q,-,-,True,1.2204320430755615
0,v,-,-,True,0.5653741359710693
0,b,-,-,True,0.8720622062683105
0,v,-,-,True,0.9909040927886963
0,v,m,m,True,0.461437463760376
0,v,m,-,False,0.45286035537719727
0,f,-,-,True,0.45336484909057617
0,x,-,-,True,1.2358510494232178
0,x,m,m,True,0.5384271144866943
0,x,m,-,False,0.4631309509277344
0,q,-,-,True,0.4871950149536133
0,r,-,-,True,0.5511572360992432
0,r,m,m,True,0.4446122646331787
0,h,-,-,True,0.45090770721435547
0,b,-,-,True,0.9341423511505127
0,f,-,-,True,0.4759397506713867
0,f,m,m,True,0.437758207321167
0,f,m,-,False,0.42165660858154297
0,n,-,-,True,0.857813835144043
0,b,-,-,True,0.43587327003479004
0,p,-,-,True,0.5635874271392822
0,p,m,-,False,0.6221811771392822
0,y,-,-,True,0.41118764877319336
0,g,-,-,True,0.47583508491516113
1,c,-,-,True,1.6072807312011719
1,v,-,-,True,0.43604111671447754
1,s,-,-,True,0.6169548034667969
1,s,m,m,True,0.42957496643066406
1,s,m,-,False,0.5105717182159424
1,y,-,-,True,0.7580797672271729
1,x,-,-,True,0.5051567554473877
1,c,-,-,True,0.9236083030700684
1,c,m,m,True,1.4823973178863525
1,v,-,-,True,0.6528494358062744
1,n,-,-,True,0.8356637954711914
1,p,-,-,True,0.5148928165435791
1,j,-,-,True,0.6696791648864746
1,p,-,-,True,0.5178680419921875
1,p,m,m,True,0.5238621234893799
1,c,-,-,True,0.6400744915008545
1,h,-,-,True,0.6145279407501221
1,h,m,m,True,0.5777370929718018
1,q,-,-,True,0.9824845790863037
1,c,-,-,True,0.7420802116394043
1,c,m,m,True,0.5249991416931152
1,c,m,m,True,0.5317027568817139
1,c,m,m,True,0.517608642578125
1,q,-,-,True,0.5076165199279785
2,n,-,-,True,0.9912559986114502
2,d,-,-,True,0.928030252456665
2,d,m,m,True,0.6340782642364502
2,y,-,-,True,0.47551798820495605
2,s,-,-,True,0.5105452537536621
2,h,-,-,True,0.8047034740447998
2,h,m,m,True,0.599853515625
2,y,-,-,True,0.4865148067474365
2,y,m,m,True,1.0155627727508545
2,k,-,-,True,0.47121405601501465
2,k,m,m,True,0.4923977851867676
2,s,-,-,True,1.0227246284484863
2,s,m,m,True,0.44436025619506836
2,r,-,-,True,0.5309090614318848
2,r,m,m,True,0.5200021266937256
2,t,-,-,True,0.5015490055084229
2,t,m,m,True,0.5183324813842773
2,z,-,-,True,0.551194429397583
2,b,-,-,True,1.5268423557281494
2,y,-,-,True,0.6065964698791504
2,t,-,INVALID:y,False,0.6168348789215088
2,z,-,INVALID:ließlich,False,0.5235579013824463
2,z,m,m,True,0.5385475158691406
2,g,-,-,True,0.5818276405334473
3,w,-,-,True,0.510404109954834
3,w,m,m,True,0.5157325267791748
3,l,-,-,True,1.0098979473114014
3,l,m,m,True,0.574897289276123
3,l,m,m,True,1.0803277492523193
3,l,m,m,True,0.5819804668426514
3,b,-,-,True,0.6255917549133301
3,x,-,-,True,0.6138038635253906
3,h,-,-,True,0.8064444065093994
3,l,-,-,True,0.5671982765197754
3,w,-,-,True,1.040194034576416
3,w,m,m,True,0.9926881790161133
3,w,m,m,True,0.5991268157958984
3,w,m,m,True,0.5122098922729492
3,g,-,-,True,0.5230228900909424
3,x,-,-,True,0.9745333194732666
3,x,m,-,False,0.4988410472869873
3,h,-,-,True,0.4860374927520752
3,v,-,-,True,0.9943490028381348
3,p,-,-,True,0.6529519557952881
3,n,-,-,True,0.5191285610198975
3,b,-,-,True,0.621826171875
3,j,-,-,True,0.6168363094329834
3,k,-,-,True,0.5475547313690186
4,n,-,-,True,0.4641599655151367
4,l,-,-,True,0.6000440120697021
4,l,m,m,True,0.5909454822540283
4,d,-,-,True,0.5838367938995361
4,w,-,-,True,1.065053939819336
4,f,-,-,True,0.5115392208099365
4,d,-,-,True,0.6266324520111084
4,d,m,m,True,1.093919038772583
